(6,0, -4,0, 14,0) WALL
(8,0, -4,0, 14,0) WALL
(-18,0, -3,0, 14,0) WALL
(3,0, -3,0, 14,0) WALL
(8,0, -3,0, 14,0) WALL
(-18,0, -2,0, 14,0) WALL
(-17,0, -2,0, 14,0) WALL
(-16,0, -2,0, 14,0) WALL
(-15,0, -2,0, 14,0) WALL
(-14,0, -2,0, 14,0) WALL
(-13,0, -2,0, 14,0) WALL
(-12,0, -2,0, 14,0) WALL
(-11,0, -2,0, 14,0) WALL
(-10,0, -2,0, 14,0) WALL
(-9,0, -2,0, 14,0) WALL
(-8,0, -2,0, 14,0) WALL
(-7,0, -2,0, 14,0) WALL
(-6,0, -2,0, 14,0) WALL
(3,0, -2,0, 14,0) WALL
(8,0, -2,0, 14,0) WALL
(-6,0, -1,0, 14,0) WALL
(3,0, -1,0, 14,0) WALL
(8,0, -1,0, 14,0) WALL
(-6,0, 0,0, 14,0) WALL
(4,0, 0,0, 14,0) WALL
(5,0, 0,0, 14,0) WALL
(6,0, 0,0, 14,0) WALL
(7,0, 0,0, 14,0) WALL
(8,0, 0,0, 14,0) WALL
(-6,0, 1,0, 14,0) WALL
(8,0, 1,0, 14,0) WALL
(-6,0, 2,0, 14,0) WALL
(8,0, 2,0, 14,0) WALL
(-6,0, 3,0, 14,0) WALL
(8,0, 3,0, 14,0) WALL
(-6,0, 4,0, 14,0) WALL
(8,0, 4,0, 14,0) WALL
(-6,0, 5,0, 14,0) WALL
(8,0, 5,0, 14,0) WALL
(-6,0, 6,0, 14,0) WALL
(8,0, 6,0, 14,0) WALL
(-6,0, 7,0, 14,0) WALL
(8,0, 7,0, 14,0) WALL
(-6,0, 8,0, 14,0) WALL
(8,0, 8,0, 14,0) WALL
(-6,0, 9,0, 14,0) WALL
(8,0, 9,0, 14,0) WALL
(-6,0, 10,0, 14,0) WALL
(7,0, 10,0, 14,0) WALL
(8,0, 10,0, 14,0) WALL
(-6,0, 11,0, 14,0) WALL
(-5,0, 11,0, 14,0) WALL
(-4,0, 11,0, 14,0) WALL
(-3,0, 11,0, 14,0) WALL
(-2,0, 11,0, 14,0) WALL
(-1,0, 11,0, 14,0) WALL
(0,0, 11,0, 14,0) WALL
(1,0, 11,0, 14,0) WALL
(2,0, 11,0, 14,0) WALL
(3,0, 11,0, 14,0) WALL
(4,0, 11,0, 14,0) WALL
(5,0, 11,0, 14,0) WALL
(6,0, 11,0, 14,0) WALL
(7,0, 11,0, 14,0) WALL
(8,0, 11,0, 14,0) WALL
(-9,0, -14,0, 15,0) WALL
(-2,0, -14,0, 15,0) WALL
(-9,0, -5,0, 15,0) WALL
(-2,0, -5,0, 15,0) WALL
(-18,0, -20,0, 16,0) WALL
(-17,0, -20,0, 16,0) WALL
(-16,0, -20,0, 16,0) WALL
(-15,0, -20,0, 16,0) WALL
(-14,0, -20,0, 16,0) WALL
(-13,0, -20,0, 16,0) WALL
(-12,0, -20,0, 16,0) WALL
(-11,0, -20,0, 16,0) WALL
(-10,0, -20,0, 16,0) WALL
(-9,0, -20,0, 16,0) WALL
(-8,0, -20,0, 16,0) WALL
(-7,0, -20,0, 16,0) WALL
(-6,0, -20,0, 16,0) WALL
(-5,0, -20,0, 16,0) WALL
(-4,0, -20,0, 16,0) WALL
(-3,0, -20,0, 16,0) WALL
(-2,0, -20,0, 16,0) WALL
(-1,0, -20,0, 16,0) WALL
(0,0, -20,0, 16,0) WALL
(1,0, -20,0, 16,0) WALL
(2,0, -20,0, 16,0) WALL
(3,0, -20,0, 16,0) WALL
(4,0, -20,0, 16,0) WALL
(5,0, -20,0, 16,0) WALL
(6,0, -20,0, 16,0) WALL
(7,0, -20,0, 16,0) WALL
(8,0, -20,0, 16,0) WALL
(-18,0, -19,0, 16,0) WALL
(8,0, -19,0, 16,0) WALL
(-18,0, -18,0, 16,0) WALL
(8,0, -18,0, 16,0) WALL
(-18,0, -17,0, 16,0) WALL
(8,0, -17,0, 16,0) WALL
(-18,0, -16,0, 16,0) WALL
(8,0, -16,0, 16,0) WALL
(-18,0, -15,0, 16,0) WALL
(8,0, -15,0, 16,0) WALL
(-18,0, -14,0, 16,0) WALL
(8,0, -14,0, 16,0) WALL
(-18,0, -13,0, 16,0) WALL
(8,0, -13,0, 16,0) WALL
(-18,0, -12,0, 16,0) WALL
(8,0, -12,0, 16,0) WALL
(-18,0, -11,0, 16,0) WALL
(8,0, -11,0, 16,0) WALL
(-18,0, -10,0, 16,0) WALL
(8,0, -10,0, 16,0) WALL
(-18,0, -9,0, 16,0) WALL
(-9,0, -9,0, 16,0) schody
(-8,0, -9,0, 16,0) schody
(-7,0, -9,0, 16,0) schody
(-6,0, -9,0, 16,0) schody
(-5,0, -9,0, 16,0) schody
(-4,0, -9,0, 16,0) schody
(-3,0, -9,0, 16,0) schody
(-2,0, -9,0, 16,0) schody
(8,0, -9,0, 16,0) WALL
(-18,0, -8,0, 16,0) WALL
(8,0, -8,0, 16,0) WALL
(-18,0, -7,0, 16,0) WALL
(8,0, -7,0, 16,0) WALL
(-18,0, -6,0, 16,0) WALL
(8,0, -6,0, 16,0) WALL
(-18,0, -5,0, 16,0) WALL
(8,0, -5,0, 16,0) WALL
(-18,0, -4,0, 16,0) WALL
(4,0, -4,0, 16,0) WALL
(5,0, -4,0, 16,0) WALL
(6,0, -4,0, 16,0) WALL
(8,0, -4,0, 16,0) WALL
(-18,0, -3,0, 16,0) WALL
(3,0, -3,0, 16,0) WALL
(8,0, -3,0, 16,0) WALL
(-18,0, -2,0, 16,0) WALL
(-17,0, -2,0, 16,0) WALL
(-16,0, -2,0, 16,0) WALL
(-15,0, -2,0, 16,0) WALL
(-14,0, -2,0, 16,0) WALL
(-13,0, -2,0, 16,0) WALL
(-12,0, -2,0, 16,0) WALL
(-11,0, -2,0, 16,0) WALL
(-10,0, -2,0, 16,0) WALL
(-9,0, -2,0, 16,0) WALL
(-8,0, -2,0, 16,0) WALL
(-7,0, -2,0, 16,0) WALL
(-6,0, -2,0, 16,0) WALL
(3,0, -2,0, 16,0) WALL
(8,0, -2,0, 16,0) WALL
(-6,0, -1,0, 16,0) WALL
(3,0, -1,0, 16,0) WALL
(8,0, -1,0, 16,0) WALL
(-6,0, 0,0, 16,0) WALL
(4,0, 0,0, 16,0) WALL
(5,0, 0,0, 16,0) WALL
(6,0, 0,0, 16,0) WALL
(7,0, 0,0, 16,0) WALL
(8,0, 0,0, 16,0) WALL
(-6,0, 1,0, 16,0) WALL
(8,0, 1,0, 16,0) WALL
(-6,0, 2,0, 16,0) WALL
(8,0, 2,0, 16,0) WALL
(-6,0, 3,0, 16,0) WALL
(8,0, 3,0, 16,0) WALL
(-6,0, 4,0, 16,0) WALL
(8,0, 4,0, 16,0) WALL
(-6,0, 5,0, 16,0) WALL
(8,0, 5,0, 16,0) WALL
(-6,0, 6,0, 16,0) WALL
(8,0, 6,0, 16,0) WALL
(-6,0, 7,0, 16,0) WALL
(8,0, 7,0, 16,0) WALL
(-6,0, 8,0, 16,0) WALL
(8,0, 8,0, 16,0) WALL
(-6,0, 9,0, 16,0) WALL
(8,0, 9,0, 16,0) WALL
(-6,0, 10,0, 16,0) WALL
(7,0, 10,0, 16,0) WALL
(8,0, 10,0, 16,0) WALL
(-6,0, 11,0, 16,0) WALL
(-5,0, 11,0, 16,0) WALL
(-4,0, 11,0, 16,0) WALL
(-3,0, 11,0, 16,0) WALL
(-2,0, 11,0, 16,0) WALL
(-1,0, 11,0, 16,0) WALL
(0,0, 11,0, 16,0) WALL
(1,0, 11,0, 16,0) WALL
(2,0, 11,0, 16,0) WALL
(3,0, 11,0, 16,0) WALL
(4,0, 11,0, 16,0) WALL
(5,0, 11,0, 16,0) WALL
(6,0, 11,0, 16,0) WALL
(7,0, 11,0, 16,0) WALL
(8,0, 11,0, 16,0) WALL
(-18,0, -20,0, 18,0) WALL
(-17,0, -20,0, 18,0) WALL
(-16,0, -20,0, 18,0) WALL
(-15,0, -20,0, 18,0) WALL
(-14,0, -20,0, 18,0) WALL
(-13,0, -20,0, 18,0) WALL
(-12,0, -20,0, 18,0) WALL
(-11,0, -20,0, 18,0) WALL
(-10,0, -20,0, 18,0) WALL
(-9,0, -20,0, 18,0) WALL
(-8,0, -20,0, 18,0) WALL
(-7,0, -20,0, 18,0) WALL
(-6,0, -20,0, 18,0) WALL
(-5,0, -20,0, 18,0) WALL
(-4,0, -20,0, 18,0) WALL
(-3,0, -20,0, 18,0) WALL
(-2,0, -20,0, 18,0) WALL
(-1,0, -20,0, 18,0) WALL
(0,0, -20,0, 18,0) WALL
(1,0, -20,0, 18,0) WALL
(2,0, -20,0, 18,0) WALL
(3,0, -20,0, 18,0) WALL
(4,0, -20,0, 18,0) WALL
(5,0, -20,0, 18,0) WALL
(6,0, -20,0, 18,0) WALL
(7,0, -20,0, 18,0) WALL
(8,0, -20,0, 18,0) WALL
(-18,0, -19,0, 18,0) WALL
(8,0, -19,0, 18,0) WALL
(-18,0, -18,0, 18,0) WALL
(8,0, -18,0, 18,0) WALL
(-18,0, -17,0, 18,0) WALL
(8,0, -17,0, 18,0) WALL
(-18,0, -16,0, 18,0) WALL
(8,0, -16,0, 18,0) WALL
(-18,0, -15,0, 18,0) WALL
(8,0, -15,0, 18,0) WALL
(-18,0, -14,0, 18,0) WALL
(8,0, -14,0, 18,0) WALL
(-18,0, -13,0, 18,0) WALL
(8,0, -13,0, 18,0) WALL
(-18,0, -12,0, 18,0) WALL
(8,0, -12,0, 18,0) WALL
(-18,0, -11,0, 18,0) WALL
(8,0, -11,0, 18,0) WALL
(-18,0, -10,0, 18,0) WALL
(8,0, -10,0, 18,0) WALL
(-18,0, -9,0, 18,0) WALL
(8,0, -9,0, 18,0) WALL
(-18,0, -8,0, 18,0) WALL
(8,0, -8,0, 18,0) WALL
(-18,0, -7,0, 18,0) WALL
(8,0, -7,0, 18,0) WALL
(-18,0, -6,0, 18,0) WALL
(8,0, -6,0, 18,0) WALL
(-18,0, -5,0, 18,0) WALL
(8,0, -5,0, 18,0) WALL
(-18,0, -4,0, 18,0) WALL
(4,0, -4,0, 18,0) WALL
(5,0, -4,0, 18,0) WALL
(6,0, -4,0, 18,0) WALL
(8,0, -4,0, 18,0) WALL
(-18,0, -3,0, 18,0) WALL
(3,0, -3,0, 18,0) WALL
(8,0, -3,0, 18,0) WALL
(-18,0, -2,0, 18,0) WALL
(-17,0, -2,0, 18,0) WALL
(-16,0, -2,0, 18,0) WALL
(-15,0, -2,0, 18,0) WALL
(-14,0, -2,0, 18,0) WALL
(-13,0, -2,0, 18,0) WALL
(-12,0, -2,0, 18,0) WALL
(-11,0, -2,0, 18,0) WALL
(-10,0, -2,0, 18,0) WALL
(-9,0, -2,0, 18,0) WALL
(-8,0, -2,0, 18,0) WALL
(-7,0, -2,0, 18,0) WALL
(-6,0, -2,0, 18,0) WALL
(3,0, -2,0, 18,0) WALL
(8,0, -2,0, 18,0) WALL
(-6,0, -1,0, 18,0) WALL
(3,0, -1,0, 18,0) WALL
(8,0, -1,0, 18,0) WALL
(-6,0, 0,0, 18,0) WALL
(4,0, 0,0, 18,0) WALL
(5,0, 0,0, 18,0) WALL
(6,0, 0,0, 18,0) WALL
(7,0, 0,0, 18,0) WALL
(8,0, 0,0, 18,0) WALL
(-6,0, 1,0, 18,0) WALL
(8,0, 1,0, 18,0) WALL
(-6,0, 2,0, 18,0) WALL
(8,0, 2,0, 18,0) WALL
(-6,0, 3,0, 18,0) WALL
(8,0, 3,0, 18,0) WALL
(-6,0, 4,0, 18,0) WALL
(8,0, 4,0, 18,0) WALL
(-6,0, 5,0, 18,0) WALL
(8,0, 5,0, 18,0) WALL
(-6,0, 6,0, 18,0) WALL
(8,0, 6,0, 18,0) WALL
(-6,0, 7,0, 18,0) WALL
(8,0, 7,0, 18,0) WALL
(-6,0, 8,0, 18,0) WALL
(8,0, 8,0, 18,0) WALL
(-6,0, 9,0, 18,0) WALL
(8,0, 9,0, 18,0) WALL
(-6,0, 10,0, 18,0) WALL
(7,0, 10,0, 18,0) WALL
(8,0, 10,0, 18,0) WALL
(-6,0, 11,0, 18,0) WALL
(-5,0, 11,0, 18,0) WALL
(-4,0, 11,0, 18,0) WALL
(-3,0, 11,0, 18,0) WALL
(-2,0, 11,0, 18,0) WALL
(-1,0, 11,0, 18,0) WALL
(0,0, 11,0, 18,0) WALL
(1,0, 11,0, 18,0) WALL
(2,0, 11,0, 18,0) WALL
(3,0, 11,0, 18,0) WALL
(4,0, 11,0, 18,0) WALL
(5,0, 11,0, 18,0) WALL
(6,0, 11,0, 18,0) WALL
(7,0, 11,0, 18,0) WALL
(8,0, 11,0, 18,0) WALL
(-18,0, -20,0, 20,0) WALL
(-17,0, -20,0, 20,0) WALL
(-16,0, -20,0, 20,0) WALL
(-15,0, -20,0, 20,0) WALL
(-14,0, -20,0, 20,0) WALL
(-13,0, -20,0, 20,0) WALL
(-12,0, -20,0, 20,0) WALL
(-11,0, -20,0, 20,0) WALL
(-10,0, -20,0, 20,0) WALL
(-9,0, -20,0, 20,0) WALL
(-8,0, -20,0, 20,0) WALL
(-7,0, -20,0, 20,0) WALL
(-6,0, -20,0, 20,0) WALL
(-5,0, -20,0, 20,0) WALL
(-4,0, -20,0, 20,0) WALL
(-3,0, -20,0, 20,0) WALL
(-2,0, -20,0, 20,0) WALL
(-1,0, -20,0, 20,0) WALL
(0,0, -20,0, 20,0) WALL
(1,0, -20,0, 20,0) WALL
(2,0, -20,0, 20,0) WALL
(3,0, -20,0, 20,0) WALL
(4,0, -20,0, 20,0) WALL
(5,0, -20,0, 20,0) WALL
(6,0, -20,0, 20,0) WALL
(7,0, -20,0, 20,0) WALL
(8,0, -20,0, 20,0) WALL
(-18,0, -19,0, 20,0) WALL
(8,0, -19,0, 20,0) WALL
(-18,0, -18,0, 20,0) WALL
(8,0, -18,0, 20,0) WALL
(-18,0, -17,0, 20,0) WALL
(8,0, -17,0, 20,0) WALL
(-18,0, -16,0, 20,0) WALL
(8,0, -16,0, 20,0) WALL
(-18,0, -15,0, 20,0) WALL
(8,0, -15,0, 20,0) WALL
(-18,0, -14,0, 20,0) WALL
(8,0, -14,0, 20,0) WALL
(-18,0, -13,0, 20,0) WALL
(8,0, -13,0, 20,0) WALL
(-18,0, -12,0, 20,0) WALL
(8,0, -12,0, 20,0) WALL
(-18,0, -11,0, 20,0) WALL
(8,0, -11,0, 20,0) WALL
(-18,0, -10,0, 20,0) WALL
(8,0, -10,0, 20,0) WALL
(-18,0, -9,0, 20,0) WALL
(8,0, -9,0, 20,0) WALL
(-18,0, -8,0, 20,0) WALL
(8,0, -8,0, 20,0) WALL
(-18,0, -7,0, 20,0) WALL
(8,0, -7,0, 20,0) WALL
(-18,0, -6,0, 20,0) WALL
(8,0, -6,0, 20,0) WALL
(-18,0, -5,0, 20,0) WALL
(8,0, -5,0, 20,0) WALL
(-18,0, -4,0, 20,0) WALL
(4,0, -4,0, 20,0) WALL
(5,0, -4,0, 20,0) WALL
(6,0, -4,0, 20,0) WALL
(7,0, -4,0, 20,0) WALL
(8,0, -4,0, 20,0) WALL
(-18,0, -3,0, 20,0) WALL
(3,0, -3,0, 20,0) WALL
(8,0, -3,0, 20,0) WALL
(-18,0, -2,0, 20,0) WALL
(-17,0, -2,0, 20,0) WALL
(-16,0, -2,0, 20,0) WALL
(-15,0, -2,0, 20,0) WALL
(-14,0, -2,0, 20,0) WALL
(-13,0, -2,0, 20,0) WALL
(-12,0, -2,0, 20,0) WALL
(-11,0, -2,0, 20,0) WALL
(-10,0, -2,0, 20,0) WALL
(-9,0, -2,0, 20,0) WALL
(-8,0, -2,0, 20,0) WALL
(-7,0, -2,0, 20,0) WALL
(-6,0, -2,0, 20,0) WALL
(3,0, -2,0, 20,0) WALL
(8,0, -2,0, 20,0) WALL
(-6,0, -1,0, 20,0) WALL
(3,0, -1,0, 20,0) WALL
(8,0, -1,0, 20,0) WALL
(-6,0, 0,0, 20,0) WALL
(4,0, 0,0, 20,0) WALL
(5,0, 0,0, 20,0) WALL
(6,0, 0,0, 20,0) WALL
(7,0, 0,0, 20,0) WALL
(8,0, 0,0, 20,0) WALL
(-6,0, 1,0, 20,0) WALL
(8,0, 1,0, 20,0) WALL
(-6,0, 2,0, 20,0) WALL
(8,0, 2,0, 20,0) WALL
(-6,0, 3,0, 20,0) WALL
(8,0, 3,0, 20,0) WALL
(-6,0, 4,0, 20,0) WALL
(8,0, 4,0, 20,0) WALL
(-6,0, 5,0, 20,0) WALL
(8,0, 5,0, 20,0) WALL
(-6,0, 6,0, 20,0) WALL
(8,0, 6,0, 20,0) WALL
(-6,0, 7,0, 20,0) WALL
(8,0, 7,0, 20,0) WALL
(-6,0, 8,0, 20,0) WALL
(8,0, 8,0, 20,0) WALL
(-6,0, 9,0, 20,0) WALL
(8,0, 9,0, 20,0) WALL
(-6,0, 10,0, 20,0) WALL
(7,0, 10,0, 20,0) WALL
(8,0, 10,0, 20,0) WALL
(-6,0, 11,0, 20,0) WALL
(-5,0, 11,0, 20,0) WALL
(-4,0, 11,0, 20,0) WALL
(-3,0, 11,0, 20,0) WALL
(-2,0, 11,0, 20,0) WALL
(-1,0, 11,0, 20,0) WALL
(0,0, 11,0, 20,0) WALL
(1,0, 11,0, 20,0) WALL
(2,0, 11,0, 20,0) WALL
(3,0, 11,0, 20,0) WALL
(4,0, 11,0, 20,0) WALL
(5,0, 11,0, 20,0) WALL
(6,0, 11,0, 20,0) WALL
(7,0, 11,0, 20,0) WALL
(8,0, 11,0, 20,0) WALL
(-18,0, -20,0, 22,0) WALL
(-17,0, -20,0, 22,0) WALL
(-16,0, -20,0, 22,0) WALL
(-15,0, -20,0, 22,0) WALL
(-14,0, -20,0, 22,0) WALL
(-13,0, -20,0, 22,0) WALL
(-12,0, -20,0, 22,0) WALL
(-11,0, -20,0, 22,0) WALL
(-10,0, -20,0, 22,0) WALL
(-9,0, -20,0, 22,0) WALL
(-8,0, -20,0, 22,0) WALL
(-7,0, -20,0, 22,0) WALL
(-6,0, -20,0, 22,0) WALL
(-5,0, -20,0, 22,0) WALL
(-4,0, -20,0, 22,0) WALL
(-3,0, -20,0, 22,0) WALL
(-2,0, -20,0, 22,0) WALL
(-1,0, -20,0, 22,0) WALL
(0,0, -20,0, 22,0) WALL
(1,0, -20,0, 22,0) WALL
(2,0, -20,0, 22,0) WALL
(3,0, -20,0, 22,0) WALL
(4,0, -20,0, 22,0) WALL
(5,0, -20,0, 22,0) WALL
(6,0, -20,0, 22,0) WALL
(7,0, -20,0, 22,0) WALL
(8,0, -20,0, 22,0) WALL
(-18,0, -19,0, 22,0) WALL
(8,0, -19,0, 22,0) WALL
(-18,0, -18,0, 22,0) WALL
(8,0, -18,0, 22,0) WALL
(-18,0, -17,0, 22,0) WALL
(8,0, -17,0, 22,0) WALL
(-18,0, -16,0, 22,0) WALL
(8,0, -16,0, 22,0) WALL
(-18,0, -15,0, 22,0) WALL
(8,0, -15,0, 22,0) WALL
(-18,0, -14,0, 22,0) WALL
(8,0, -14,0, 22,0) WALL
(-18,0, -13,0, 22,0) WALL
(8,0, -13,0, 22,0) WALL
(-18,0, -12,0, 22,0) WALL
(8,0, -12,0, 22,0) WALL
(-18,0, -11,0, 22,0) WALL
(8,0, -11,0, 22,0) WALL
(-18,0, -10,0, 22,0) WALL
(8,0, -10,0, 22,0) WALL
(-18,0, -9,0, 22,0) WALL
(8,0, -9,0, 22,0) WALL
(-18,0, -8,0, 22,0) WALL
(8,0, -8,0, 22,0) WALL
(-18,0, -7,0, 22,0) WALL
(8,0, -7,0, 22,0) WALL
(-18,0, -6,0, 22,0) WALL
(8,0, -6,0, 22,0) WALL
(-18,0, -5,0, 22,0) WALL
(8,0, -5,0, 22,0) WALL
(-18,0, -4,0, 22,0) WALL
(8,0, -4,0, 22,0) WALL
(-18,0, -3,0, 22,0) WALL
(4,0, -3,0, 22,0) WALL
(5,0, -3,0, 22,0) WALL
(6,0, -3,0, 22,0) WALL
(7,0, -3,0, 22,0) WALL
(8,0, -3,0, 22,0) WALL
(-18,0, -2,0, 22,0) WALL
(-17,0, -2,0, 22,0) WALL
(-16,0, -2,0, 22,0) WALL
(-15,0, -2,0, 22,0) WALL
(-14,0, -2,0, 22,0) WALL
(-13,0, -2,0, 22,0) WALL
(-12,0, -2,0, 22,0) WALL
(-11,0, -2,0, 22,0) WALL
(-10,0, -2,0, 22,0) WALL
(-9,0, -2,0, 22,0) WALL
(-8,0, -2,0, 22,0) WALL
(-7,0, -2,0, 22,0) WALL
(-6,0, -2,0, 22,0) WALL
(4,0, -2,0, 22,0) WALL
(5,0, -2,0, 22,0) WALL
(6,0, -2,0, 22,0) WALL
(7,0, -2,0, 22,0) WALL
(8,0, -2,0, 22,0) WALL
(-6,0, -1,0, 22,0) WALL
(4,0, -1,0, 22,0) WALL
(5,0, -1,0, 22,0) WALL
(6,0, -1,0, 22,0) WALL
(7,0, -1,0, 22,0) WALL
(8,0, -1,0, 22,0) WALL
(-6,0, 0,0, 22,0) WALL
(8,0, 0,0, 22,0) WALL
(-6,0, 1,0, 22,0) WALL
(8,0, 1,0, 22,0) WALL
(-6,0, 2,0, 22,0) WALL
(8,0, 2,0, 22,0) WALL
(-6,0, 3,0, 22,0) WALL
(8,0, 3,0, 22,0) WALL
(-6,0, 4,0, 22,0) WALL
(8,0, 4,0, 22,0) WALL
(-6,0, 5,0, 22,0) WALL
(8,0, 5,0, 22,0) WALL
(-6,0, 6,0, 22,0) WALL
(8,0, 6,0, 22,0) WALL
(-6,0, 7,0, 22,0) WALL
(8,0, 7,0, 22,0) WALL
(-6,0, 8,0, 22,0) WALL
(8,0, 8,0, 22,0) WALL
(-6,0, 9,0, 22,0) WALL
(8,0, 9,0, 22,0) WALL
(-6,0, 10,0, 22,0) WALL
(7,0, 10,0, 22,0) WALL
(8,0, 10,0, 22,0) WALL
(-6,0, 11,0, 22,0) WALL
(-5,0, 11,0, 22,0) WALL
(-4,0, 11,0, 22,0) WALL
(-3,0, 11,0, 22,0) WALL
(-2,0, 11,0, 22,0) WALL
(-1,0, 11,0, 22,0) WALL
(0,0, 11,0, 22,0) WALL
(1,0, 11,0, 22,0) WALL
(2,0, 11,0, 22,0) WALL
(3,0, 11,0, 22,0) WALL
(4,0, 11,0, 22,0) WALL
(5,0, 11,0, 22,0) WALL
(6,0, 11,0, 22,0) WALL
(7,0, 11,0, 22,0) WALL
(8,0, 11,0, 22,0) WALL
